id,valorPropiedad,direccionPropiedad,numeroHabitaciones,estrato,barrio
3b7316f5-7bfb-4c90-9348-7893315c6a38,$852260141.82,Cr. 59 # 86-75 Sur 181367 Florencia,2,4,Caldas
a5f696a0-bc91-46bd-8e8e-97ceeee8edab,$547764415.85,Cr. 2ª # 30-7 Este 817732 Arauca,4,3,Itagui
ae383224-ed20-45fc-855f-f60891156f63,$260493455.95,"Carrera 58 # 98-1 Casa 5 478773 Nueva Granada, Magdalena",2,1,Laureles
299771dc-01b9-46a9-9d2c-f465bd64a8aa,$554074579.73,"Cr. 82W # 74-8 680028 Guaca, Santander",2,3,Itagui
7ade8b7b-9e61-41f5-b621-d4b8265307e0,$741010150.39,"Cl. 6J # 1-3 Sur 734796 Villarrica, Tolima",2,2,Laureles
46c4aa77-7431-4833-8696-7c9474fdda76,$189122007.36,"Cr. 29 # 24C-6 506503 Vistahermosa, Meta",2,2,Envigado
eb6cf53b-5385-439a-a0d5-da02f6c4711d,$772204530.77,"Cl. 29 # 4D-6 Sur Local 164 057905 Copacabana, Antioquia",1,2,La Estrella
67cf5c2e-ce68-435b-90ca-515daaa42889,$490755415.09,"Cl. 79 # 2T-2 Este 761834 La Victoria, Valle del Cauca",5,5,La Estrella
531d7002-3a50-40ab-8704-16c06f6632de,$697076804.4,"Carrera 136 # 99-8 Este 501484 Cabuyaro, Meta",5,6,Itagui
a828d928-2c09-43c7-a0f0-083b57cc9817,$871034531.09,"Av. calle 108 # 3-47 194896 Caloto, Cauca",3,2,La Estrella
6ac61ab5-271d-46a7-82b6-1a7489e1774a,$114871945.57,"Cl. 112H # 4-5 Sur 414424 Garzón, Huila",4,6,Belen
86e2c162-a2f2-4571-bf06-5f240b699f63,$806513195.19,"Cl. 107R Este # 60-51 Oficina 7 734204 Roncesvalles, Tolima",5,1,Itagui
4d1798f1-a641-424b-8915-1a42807d5930,$531970041.03,"Carrera 58Y # 41-2 Sur Local 22 669818 Balboa, Risaralda",3,4,La Estrella
600ccce1-1221-490e-a8f4-22c7d08abc00,$85726883.29,"Dg. 107 # 61-9 Sur Oficina 43 472347 Puebloviejo, Magdalena",3,3,Laureles
67f48769-f8fc-4b5b-95c3-37d61d1fd395,$662433146.1,"Cl. 25 # 83-7 Torre 5 apartamento 374 739003 Dolores, Tolima",1,5,Caldas
33f5a502-cd43-4e7f-bf46-cfd27beedf8f,$489576075.98,"Calle 87 # 25-36 Este Etapa 5 apartamento 23 547560 Pamplona, Norte de Santander",5,6,Poblado
c6aea8e1-d785-4562-b7bf-9a4539c068f1,$477247018.47,"Cl. 5ª # 2-31 Apto. 697 250272 San Antonio del Tequendama, Cundinamarca",5,6,Sabaneta
2bbe77bc-d76e-4727-a672-062f70dd954a,$355450424.74,"Avenida calle 44 # 6-3 Sur 852429 Hato Corozal, Casanare",4,5,Envigado
0b2ef4e4-8334-41b4-934d-9059941783fc,$959836240.92,"Carrera 142 # 6-3 Este 523420 Santacruz, Nariño",4,1,Itagui
f90bf31d-5600-45de-9ca2-9ebb3216224c,$983266302.04,"Cl. 4N Este # 33J-76 Apartamento 971 153344 Jericó, Boyacá",1,5,Envigado
0d8924db-2099-4264-8543-4e3e9ffae20e,$87185019.89,"Avenida Santiago Forero Toro # 24-91 051072 Itagüí, Antioquia",4,4,Envigado
81fb9d4b-4121-43dc-82d7-40ce9f4f1620,$395703061.7,"Cl. 35 # 30R-59 Local 45 054896 Sopetrán, Antioquia",3,4,Caldas
77416d86-3f02-4a72-b029-a3633f4a133d,$785741549.15,"Calle 82 # 7I-55 Sur 768624 Palmira, Valle del Cauca",5,1,Itagui
ce1ecc3a-07bd-4df0-ae24-ac459a9452e5,$112616261.57,"Cl. 80 # 7-27 Sur Local 77 258703 Sesquilé, Cundinamarca",1,5,Caldas
dfdf1c2b-ef8c-4ba9-a4b2-356b28f49f1f,$319939625.18,"Avenida carrera 122 # 44-19 Este Bodega 671 051513 Retiro, Antioquia",5,2,Itagui
37ac864f-7709-44a4-8bb3-87f080dcdb65,$127426888.08,"Transversal 61 # 2-8 Este 190416 Caloto, Cauca",2,3,Belen
dcc4c3cc-fd1d-4c65-98be-399e4f654571,$969311682.31,"Avenida carrera 145 # 71-28 Sur 735923 Líbano, Tolima",4,2,Laureles
4ef5bf39-5ba8-458f-bce6-93daca0ebe36,$344102793.05,"Cr. 22 # 5-36 Sur Casa 41 253266 Pacho, Cundinamarca",4,6,Itagui
75120a69-3045-4272-bad9-679302de5b2b,$822525544.62,"Cr. 159 # 7-2 157499 Almeida, Boyacá",5,1,Caldas
15f77a9c-1c59-4f8a-a1b4-4dd3c6ac581a,$533064062.1,"Calle 174 # 3-5 818814 Puerto Rondón, Arauca",1,3,Belen
11935af1-9621-4323-b461-80564e3453c8,$221249776.73,"Carrera 194 # 2-99 Oficina 5 858186 Trinidad, Casanare",2,3,La Estrella
38b02b5e-50f4-4662-84c3-9047e9b0451d,$232404971.98,"Cr. 194O # 4-32 Bodega 30 156459 Garagoa, Boyacá",2,2,Laureles
f0597d0b-438f-4568-9245-a24c17650d5f,$331002496.57,"Carrera 197 # 6-79 Sur 251027 Quipile, Cundinamarca",1,5,Poblado
13fd9d62-2039-4015-9e65-aad631ec2e95,$678832775.5,"Cr. 73 # 9Z-4 Casa 3 131030 San Jacinto, Bolívar",5,2,Caldas
b0721f43-d6dd-42e0-864d-60d17ede6e46,$196540123.26,"Dg. 193 # 7-19 Sur Bodega 36 412277 Guadalupe, Huila",2,6,Envigado
093e3472-4220-4779-9943-ad8e447c84a3,$735123847.92,"Transversal 130P # 66-9 056789 Barbosa, Antioquia",1,4,Itagui
eecc3602-ad58-4394-aec7-addc1366ae97,$692544776.08,"Calle 85 # 6-83 257602 Supatá, Cundinamarca",2,4,Belen
06dc05f2-3869-4c09-b296-c67fdff7682e,$764771606.86,"Calle 27 # 47-44 Este Oficina 77 274172 Sipí, Chocó",4,2,Sabaneta
2a0cddb7-d3f0-4c7c-b0e7-8d0610ec9593,$343994501.73,"Cr. 118 # 6-64 Apartamento 65 058015 San Pedro de Urabá, Antioquia",4,2,Itagui
f142cf02-34e9-4e3d-b971-881e3069ce36,$694391483.81,"Cr. 181D Sur # 2-4 Sur Casa 9 257711 Suesca, Cundinamarca",5,4,La Estrella
b9659dd8-8a28-4e1d-bc6e-b4b3c8f96dff,$780966624.38,"Carrera 103 # 6P-5 Este 175213 Aranzazu, Caldas",4,5,Caldas
84fbf3e4-5c2c-4019-899e-cb2326621bc2,$967954745.55,"Avenida Peña # 97-6 Apto. 563 188632 El Doncello, Caquetá",2,5,Envigado
4c231dde-bf71-43a3-b011-8c5bb0b7a717,$879351824.06,"Cl. 102 # 58B-7 Sur Casa 1 685562 Pinchote, Santander",1,6,La Estrella
514574b8-d4df-4410-8f96-6bbfc5d50c71,$880411097.8,"Cr. 75O # 14-91 Sur Local 68 416738 Oporapa, Huila",5,1,Laureles
4821b6e2-d099-4def-9f38-9fae48a060c4,$320809863.36,"Cr. 10 # 5R-49 Sur Casa 93 548848 La Esperanza, Norte de Santander",2,3,La Estrella
e45eff5f-8638-4c55-bf7c-ea55c1eb721b,$910040898.53,"Carrera 199H # 48-69 Sur Apto. 141 681749 Concepción, Santander",2,4,Laureles
26adfe77-1d38-4443-8b7a-2041e0a9de4b,$949092599.86,"Avenida calle 85 # 7-7 Casa 7 275893 El Cantón del San Pablo, Chocó",2,4,Itagui
4bb0cd32-387f-475c-be11-60cc4d1472c6,$933948330.77,"Carrera 5M # 86-8 Este 131586 Soplaviento, Bolívar",4,1,Caldas
59d3378b-8ebe-4ad3-a804-6a4af7891962,$526906758.96,"Cl. 17 # 28-75 687288 Bolívar, Santander",2,4,Laureles
60078fb1-48a5-4756-87de-3134c367168a,$406167039.75,"Calle 32 # 56-50 Local 5 155454 Maripí, Boyacá",1,3,Laureles
062b7c44-0c49-4c93-82d4-b83679c2df59,$847217473.23,"Transversal 7Z # 39-3 Este Bodega 11 196794 Guapi, Cauca",3,2,Envigado
0e16837c-e85f-43e4-a77f-f05c898bef16,$86388031.56,"Tr. 141 Bis X # 5W-90 Este 706365 Los Palmitos, Sucre",4,6,Envigado
6598d3e8-b9a4-4928-9d5e-654d911d9bc7,$770899097.03,"Calle 43 # 8S-2 Este 158018 Muzo, Boyacá",4,4,Poblado
f7ae907e-c5e6-48aa-9427-bbf9645affc4,$910564614.65,Calle 91 # 3-3 Sur Oficina 106 476085 Santa Marta,1,3,Sabaneta
565d7b48-3db8-4011-8a01-219642c72288,$843214944.32,"Cl. 152D # 55-7 Casa 52 139520 San Pablo, Bolívar",5,6,Caldas
61994c4e-e7cd-43b8-9fb5-f880ac1f0491,$155627517.31,"Carrera 163 # 94A-2 050578 Sopetrán, Antioquia",3,2,Belen
4b1a102c-ffc6-47df-9a09-82dfd44517cb,$165755927.9,"Carrera 80 Bis B # 14T-12 Sur Etapa 7 apartamento 8 155823 Otanche, Boyacá",2,4,La Estrella
2d379861-fa3f-42d6-b15e-6c19f318fd9d,$109666793.46,"Cr. 3ª # 44-96 Sur Etapa 7 apartamento 60 258914 Topaipí, Cundinamarca",4,5,Poblado
8d8995b6-2984-4e93-a23c-559bdb07a39a,$650357194.91,"Av. calle 3ª # 80-19 Etapa 8 apartamento 55 507950 La Macarena, Meta",5,2,Envigado
c4d94ca6-72f4-4996-8e6c-3a59cc1660df,$326708388.39,"Diagonal 69 # 2-80 Sur Oficina 96 188071 Puerto Rico, Caquetá",1,5,Itagui
267c855a-6a6b-4003-983f-713936434aaf,$278536026.87,"Diagonal 83H # 44B-17 195319 Sotará Paispamba, Cauca",4,2,Laureles
1f70cf5f-83dc-4646-bddb-30ef13df494b,$547310329.79,"Transversal 93 # 14-93 Este Apto. 52 541921 Santiago, Norte de Santander",3,1,Poblado
4bf6027d-e1fc-4c5f-850d-c726ecfe6adb,$420931045.93,"Carrera 103 # 7-9 Sur 254187 Nemocón, Cundinamarca",4,1,Caldas
6d0455d6-da37-480d-bd54-e65ef318c15a,$981987451.42,"Cl. 21 # 7-1 Este Apartamento 71 443613 Fonseca, La Guajira",3,6,Poblado
10a6fb6e-f66d-49c8-9011-ffb64e7e88d4,$389239182.69,"Cr. 8U # 11-1 Sur 478319 Zapayán, Magdalena",1,3,Sabaneta
e397b248-80a6-4559-878d-91a170c4e10f,$746293970.38,Carrera 76J # 7-4 Este 449611 Riohacha,1,5,Itagui
8b9e40be-fef7-40a2-b8e6-47b478c326df,$176739110.37,"Calle 2A # 33-9 Sur 050785 Ciudad Bolívar, Antioquia",3,5,Itagui
17fb6d5c-f810-4b77-8995-25f912de685a,$822833422.28,"Carrera 6U # 3-38 Sur Oficina 82 520024 Cuaspud Carlosama, Nariño",2,6,La Estrella
f4109ccc-e46c-4919-a0c0-fa6277f5790d,$981778226.5,"Calle 133 # 85-83 Este Local 50 413880 Santa María, Huila",4,6,Envigado
fc943acf-9396-48df-9f40-27d847c4f7ee,$820922797.76,"Av. calle 4ª # 47-49 Sur Local 55 477073 San Sebastián de Buenavista, Magdalena",1,6,La Estrella
07e449d5-ba9a-4f40-a93f-266b505c58d2,$85134600.69,"Calle 195 Bis G # 1-4 470150 San Sebastián de Buenavista, Magdalena",2,1,Sabaneta
9b67cdc7-38a8-454d-bb9a-74d487340e19,$891500866.34,"Diagonal 2ª # 3-7 Este 278323 Bojayá, Chocó",3,3,Caldas
ac101732-d056-46ae-8aed-268451030c58,$989666567.18,"Avenida Manatí # 3-4 155289 El Cocuy, Boyacá",5,4,Belen
7c7d4254-107a-4242-b0e1-5d015b80df20,$84789732.96,"Calle 13 # 94-82 Oficina 693 919938 La Chorrera, Amazonas",2,3,Itagui
c771755b-744e-48fc-b9cc-d3711f07844a,$869031603.95,"Cl. 87 # 79-1 137872 Mahates, Bolívar",1,6,Itagui
82ed594f-944b-48db-9c78-5af22e4c14d5,$309555775.81,"Calle 147 Sur # 13-8 Este 239254 San Andrés de Sotavento, Córdoba",3,4,Caldas
635e49a8-d934-4c49-9eb9-a242af384ef6,$756142320.24,"Cl. 61 # 98J-9 Este 505460 Barranca de Upía, Meta",4,3,Envigado
5cd11c21-b0c8-42aa-8bb5-b053ae389a02,$521393065.21,"Cl. 54 # 3-9 Sur 130835 Clemencia, Bolívar",4,3,Belen
4c81557a-3053-437b-a82b-6c360af2d8c8,$811090683.03,"Cr. 47 # 88-8 Sur 058263 Belmira, Antioquia",4,1,Caldas
8e2b0bd2-f1a3-4e7b-b04c-9e0a6eda7b98,$622330633.89,"Dg. 14 # 65-4 Sur 137805 Río Viejo, Bolívar",2,5,Belen
94cabc26-3c34-41eb-9e14-0159263172e1,$355150856.8,"Cr. 79T # 96G-71 Oficina 95 682259 El Guacamayo, Santander",1,3,Belen
cff9f05a-238d-4cc6-a12c-546f861dd04e,$341171063.29,"Avenida calle 89 # 4-2 Sur Apto. 64 731820 Dolores, Tolima",5,6,Caldas
aae85f11-cf65-4fc2-927a-6d6f77992bf5,$208312533.46,"Avenida carrera 76 # 2-3 Este 278025 Bojayá, Chocó",4,3,La Estrella
e38aeb7f-d139-4e69-99db-e2e167177de4,$90237404.71,"Transversal 4S # 57-4 Bodega 23 684672 Capitanejo, Santander",3,5,Caldas
aae427b2-aaa0-4c83-9685-eaeaaaae102c,$310827592.07,"Cr. 8J # 7-34 Sur 159777 Sogamoso, Boyacá",1,1,Caldas
9b72a79f-d467-436f-bf34-d69a31cd4810,$395145574.12,"Dg. 94 # 4-81 Sur Casa 76 259160 Lenguazaque, Cundinamarca",2,1,Envigado
01d02e75-c5fa-4636-b555-6aa7c722ae35,$856235844.47,"Calle 8ª # 4-76 152438 Miraflores, Boyacá",4,1,Envigado
e977e3df-3b9a-4a95-bed6-c181975e272d,$113871694.91,"Diagonal 32 # 2T-3 Sur Etapa 2 apartamento 377 051837 Ciudad Bolívar, Antioquia",3,3,Caldas
81ec0260-dde8-4f26-88a2-bdbf6551bb86,$951993756.29,"Calle 48 # 90-2 Sur 152752 Nobsa, Boyacá",1,5,Envigado
85d928d3-f112-415d-9716-5a0e56e97b3a,$695108954.07,"Calle 10 # 2-43 413353 San Agustín, Huila",3,3,La Estrella
d5a5abbc-f1dc-4b3a-be27-a8a10b661b69,$774930248.21,"Transversal 26M # 6-61 Casa 18 175583 Villamaría, Caldas",5,2,Itagui
440fd1ac-8bdc-4828-b021-487bb6133d48,$428132343.65,"Calle 73 # 8-29 Este 053149 Caramanta, Antioquia",3,2,Laureles
4f835bbd-f2f9-43ab-baf0-8cc4902c9701,$74617673.82,"Dg. 27K # 8-79 Este 916252 Tarapacá, Amazonas",2,4,Caldas
a0300af8-dbb5-482f-bcea-f64abbb1de80,$917865380.52,"Calle 8ª # 7-42 Este 253639 Chocontá, Cundinamarca",1,3,Belen
2ceb0541-7106-4c96-8d59-0b01aea5d896,$718835920.65,"Cr. 45 # 4-40 Este Torre 8 apartamento 65 058640 Peque, Antioquia",2,5,Belen
f7cd39ca-a27c-4cdc-9ced-d8a84b7ade43,$709281608.99,"Av. calle 121 # 9-4 541302 Arboledas, Norte de Santander",4,2,Laureles
20310828-ed70-4c39-8058-7a26309a3c47,$178941996.84,"Cl. 47 # 2-67 Sur Apto. 74 763629 Trujillo, Valle del Cauca",1,4,Envigado
40919c60-43da-4f7d-9ecd-71cd2cad1bf2,$903745079.25,"Calle 149 # 38-5 Sur 522706 Sapuyes, Nariño",4,1,Itagui
83854703-ac08-43b4-9269-c5be5d0467b3,$684447800.96,"Av. calle 1ª # 9-6 Sur 702732 San Benito Abad, Sucre",1,5,Belen
34d5ed80-ea8f-4683-b336-a4c0ccfdeffb,$896765098.24,"Av. calle 123 # 94-85 Este Oficina 764 636016 Pijao, Quindío",2,6,Envigado
bd0817eb-c5e1-4c53-bb4f-b26c00ad80f3,$804011564.65,"Carrera 52 # 3-19 520502 Nariño, Nariño",5,2,Laureles
a0a591ed-f46d-4a67-bdc2-52d2ec49f532,$985875919.39,"Carrera 5 Bis S # 61-31 Sur 132644 Talaigua Nuevo, Bolívar",2,2,La Estrella
259d0eea-296e-4b31-abde-5564455aa7fe,$74969825.47,"Cr. 62 Bis F # 3-4 Sur 230116 Ayapel, Córdoba",5,5,Itagui
e5bebd38-0ecd-46b3-991f-1cb54796a971,$494035547.33,"Av. La Celia # 29-3 Apto. 8 190234 Florencia, Cauca",5,2,Laureles
108decfc-a0c0-444e-a5a9-e00063b026cf,$112460700.0,"Cr. 100 # 1-20 270937 Sipí, Chocó",4,6,La Estrella
d9b75af3-7b1c-4973-9578-c34d234c8dff,$549410872.09,"Avenida calle 6ª # 16-69 Sur 855555 Támara, Casanare",4,5,Laureles
c49f966a-af83-4bd8-ac0f-13e30a5055a2,$169060443.15,"Cr. 178 # 13-6 Apartamento 82 158435 Buenavista, Boyacá",3,6,Laureles
3a12a3ae-220d-4a95-aa6d-1d219d41ee89,$477475770.88,"Cl. 128G # 1Z-38 Sur Apartamento 636 525671 Guachucal, Nariño",5,3,Envigado
d6dbf789-8f88-4040-8e24-fdb453a9e20b,$884062144.07,"Transversal 21 # 30-6 Sur 138333 San Fernando, Bolívar",5,6,Envigado
1740c15d-2493-44d6-bc12-1e6afd92338e,$779392555.49,Cr. 76U Bis # 48-46 Sur 271539 Quibdó,2,4,Poblado
e4db822f-13c2-47e5-8523-c0e6d4d502e1,$839821266.14,"Avenida carrera 16 # 9-49 Sur Etapa 2 apartamento 29 151952 Guayatá, Boyacá",5,2,Belen
b88aedef-2aa1-470b-8979-28d5b28f2657,$206424225.9,"Diagonal 44 # 37-5 Local 6 686087 Contratación, Santander",3,6,Sabaneta
dcadb953-d7e7-4cda-aa09-6583be279283,$378721928.22,"Diagonal 3ª # 4G-1 053746 Murindó, Antioquia",5,3,Laureles
9c3990c6-374d-460c-9cf3-cd1de2e89dca,$288075043.53,"Cl. 5Q Bis # 73-28 735675 San Luis, Tolima",5,3,Envigado
a6d70968-b828-460d-a306-42dd9034df6a,$643771243.38,"Cr. 60 # 39-71 Sur 477423 Ciénaga, Magdalena",5,5,Laureles
352a86ef-a2d3-4465-a2bf-02ef11211f36,$527444487.5,"Calle 163 # 4-7 Sur Apartamento 27 171859 Viterbo, Caldas",2,5,Envigado
1ea2648c-8cb9-4ab9-9259-c3beb69fce59,$212640591.9,"Calle 2ª # 48-1 Este 416475 Isnos, Huila",5,6,Itagui
e24eeaa8-c52a-4431-af99-dfc76827c01e,$850403503.91,"Diagonal 70 # 98-8 Etapa 2 apartamento 374 731518 Líbano, Tolima",5,1,Poblado
46cfe85e-cc2e-481a-a320-41a39850a69b,$127161712.15,"Calle 33 # 5-1 Apto. 4 850875 Orocué, Casanare",5,3,Sabaneta
aceae580-6218-4a7e-b1a7-e213cb7a0198,$778611050.87,"Carrera 67S # 95-9 Etapa 6 apartamento 90 154084 Nuevo Colón, Boyacá",4,5,Poblado
0a0bf501-6118-421f-a649-f41856fb1df9,$523136157.13,"Carrera 129 Bis # 58-5 Sur Apartamento 4 154329 Boavita, Boyacá",5,3,Belen
eba422b4-7f20-441a-8cbf-f60d4181bcb8,$508797577.27,"Av. Huila # 39-78 Oficina 86 178314 Palestina, Caldas",4,3,La Estrella
62c16ebd-cdca-4e59-9815-e6e072822755,$119324374.23,"Carrera 115K # 34Y-4 Sur Oficina 7 444181 Fonseca, La Guajira",1,2,La Estrella
7745f807-39c8-4ef1-a695-ade524d0ec40,$444840658.9,"Avenida calle 27 # 59-9 Sur Apto. 71 052849 Betulia, Antioquia",4,2,Itagui
b5b43f7f-2a8d-403c-88ee-4d0ac9844ace,$626327249.68,"Calle 108 # 72-52 158896 Boavita, Boyacá",3,6,Itagui
0ca890f4-e52d-4fbd-a815-0cf633a3c057,$747489767.06,"Cr. 24 Este # 25N-2 528446 Policarpa, Nariño",3,4,Envigado
4762112d-e963-493a-bbc8-b08b4ec4b201,$772631745.06,"Transversal 87E # 28-7 258706 Gachetá, Cundinamarca",5,5,Laureles
71d352d9-f552-4a9b-8fd4-056371a89ee1,$353160092.08,"Diagonal 9ª # 7-80 Sur 192832 Puracé, Cauca",4,1,Belen
83254168-c17d-4741-8aad-19ba52687399,$477116211.4,"Cr. 79 # 9-14 Sur 184744 Curillo, Caquetá",2,1,Poblado
f54798d7-4fbf-41c0-80ec-33de5fa76835,$325701404.72,"Avenida Chocó # 20-7 Sur 735105 Santa Isabel, Tolima",4,5,Caldas
ca8c665e-2068-4ffc-ae66-f3af402c0477,$285856766.36,"Cl. 156 # 2R-84 Este 200243 Aguachica, Cesar",2,3,Itagui
60a5433b-752a-45c6-89eb-2a1268e1752f,$230342396.16,"Calle 66 # 83F-5 Casa 36 685313 Ocamonte, Santander",2,4,La Estrella
6da9b387-1f12-4aa8-84b3-be4a0aec264c,$523821722.98,"Cl. 40 # 6-7 Este 682110 Chima, Santander",3,4,Poblado
a19085b0-d2bb-481a-b174-c1aeb6d7cfed,$135546640.29,"Cl. 51 # 86H-23 Este 053928 Barbosa, Antioquia",4,5,La Estrella
4ae995bc-0f1f-4f9a-8e29-ad74a0231188,$968352299.02,"Calle 72 # 4-2 Casa 4 761260 La Unión, Valle del Cauca",2,5,Itagui
d609863e-3153-49cf-8a94-91e85d32b296,$96225226.28,"Calle 114 # 7-45 Sur 526708 Yacuanquer, Nariño",3,4,La Estrella
b532a066-84d9-40f0-8b02-0354c917eda4,$321460962.37,"Cr. 36 # 6-67 Sur Casa 1 055347 San Rafael, Antioquia",1,1,Caldas
61625927-7486-4d5d-a180-a7abd51d9645,$177238196.79,"Cl. 79 # 2-3 Este 159895 El Espino, Boyacá",3,6,Itagui
e80d96c0-1622-4ba6-b87a-00899226c45a,$775663925.95,"Tr. 182G # 4-7 Este Apartamento 41 158954 Macanal, Boyacá",3,1,Caldas
335ee60b-0b15-469e-983f-c900a1ec7781,$98599803.01,"Cl. 52 # 1-4 Este 256880 Nemocón, Cundinamarca",5,2,Itagui
52d17bbf-8e3c-4b64-ac3e-c9047b024959,$575561780.29,"Cl. 120 # 4-1 Este 548686 Teorama, Norte de Santander",1,4,La Estrella
762d8da6-ef36-4268-9c60-4d0eb85aec90,$776183908.97,Cr. 34 # 4-40 Este Etapa 5 apartamento 44 703083 Sincelejo,3,5,Laureles
a88cc296-40f2-46e8-8db9-07669be44fbc,$172230221.15,"Calle 60 # 3-54 152694 Güicán de la Sierra, Boyacá",1,4,Itagui
89b274cd-e784-425b-9a60-1d506e34c348,$805152366.96,"Diagonal 7Y # 4-7 Sur 943543 Barrancominas, Guainía",3,5,Itagui
8f131b52-3220-4115-82ab-f4e62f587ba6,$767216913.68,"Calle 72F # 33-21 Sur Bodega 222 153972 Tibasosa, Boyacá",2,5,Caldas
f002bd85-d77a-4099-b644-2820133638c3,$525074008.39,"Diagonal 1ª # 2-5 Bodega 7 259166 Gutiérrez, Cundinamarca",1,1,Envigado
46a52385-241f-4b49-9f03-abc44812fbb5,$727912254.01,"Carrera 13 # 94-2 Apartamento 21 057972 Campamento, Antioquia",4,5,La Estrella
bffcd2e6-9a96-4360-9cf1-bc7b43225472,$191493631.35,"Cl. 44 # 26V-8 Apto. 912 053036 San Jerónimo, Antioquia",5,2,Itagui
e1dbd312-6e31-42fb-848b-8e229dee6480,$934800298.75,"Carrera 39 # 52-64 151092 Chivor, Boyacá",3,2,Caldas
396faa4d-77ea-4385-8403-a2dc6773f077,$991084950.68,"Cr. 171 # 7-5 Bodega 61 252526 Tibacuy, Cundinamarca",3,5,Itagui
adcded6c-559b-4893-84ea-6f9ec07bc581,$531949236.89,"Cr. 4E # 8-98 Este 137676 Santa Rosa, Bolívar",5,5,La Estrella
b0e94817-7bc0-4c52-9cee-01cbf9964337,$723302816.11,"Av. Atlántico # 3-27 Torre 7 apartamento 28 763503 Ansermanuevo, Valle del Cauca",3,4,Poblado
5532de87-c11e-4740-9035-34902726f142,$399939919.37,Calle 7W Este # 16-25 Este 523330 Pasto,1,4,Belen
8e34dec7-dbba-4e50-89c7-c8e88f828ac2,$806917073.23,"Diagonal 7ª # 3-8 Este 132131 Altos del Rosario, Bolívar",1,5,La Estrella
